outcome,outcome_label,cohort,baseline_year,target_year,event_time,n_treated_states,n_control_states,treated_states,control_states,treated_change,control_change,att
total_suicide_rate_per_100k,Total Suicide,2016,2015,2020,4,2,36,Idaho;West Virginia,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,1.2926391109156707,0.22042214573989416,1.0722169651757767
total_suicide_rate_per_100k,Total Suicide,2016,2015,2021,5,2,31,Idaho;West Virginia,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,0.6578956042903332,0.828356001099002,-0.17046039680866876
total_suicide_rate_per_100k,Total Suicide,2017,2016,2012,-5,3,39,Missouri;New Hampshire;North Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;South Dakota;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,-3.302143278924744,-1.2162277625958808,-2.085915516328863
total_suicide_rate_per_100k,Total Suicide,2017,2016,2013,-4,3,39,Missouri;New Hampshire;North Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;South Dakota;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,-2.6048878121242978,-0.9850145790365932,-1.6198732330877046
total_suicide_rate_per_100k,Total Suicide,2017,2016,2014,-3,3,39,Missouri;New Hampshire;North Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;South Dakota;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,-0.48541870027751344,-0.552111466674174,0.06669276639666055
total_suicide_rate_per_100k,Total Suicide,2017,2016,2015,-2,3,39,Missouri;New Hampshire;North Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;South Dakota;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,-1.4657241144777788,-0.12417978372872295,-1.341544330749056
total_suicide_rate_per_100k,Total Suicide,2017,2016,2017,0,3,39,Missouri;New Hampshire;North Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;South Dakota;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,1.2419206319218279,0.7201548492241638,0.521765782697664
total_suicide_rate_per_100k,Total Suicide,2017,2016,2018,1,3,39,Missouri;New Hampshire;North Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;South Dakota;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,1.53769613703975,0.5824070319372634,0.9552891051024865
total_suicide_rate_per_100k,Total Suicide,2017,2016,2019,2,3,36,Missouri;New Hampshire;North Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,-0.04926510875585066,0.5994853703042327,-0.6487504790600833
total_suicide_rate_per_100k,Total Suicide,2017,2016,2020,3,3,36,Missouri;New Hampshire;North Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,-0.7644581618614978,0.05822269802888109,-0.822680859890379
total_suicide_rate_per_100k,Total Suicide,2017,2016,2021,4,3,31,Missouri;New Hampshire;North Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,-0.011336694655045202,0.6342567848054195,-0.6455934794604646
total_suicide_rate_per_100k,Total Suicide,2017,2016,2022,5,3,28,Missouri;New Hampshire;North Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,1.2765310610140013,0.8236201696005816,0.45291089141341967
total_suicide_rate_per_100k,Total Suicide,2019,2018,2014,-5,3,36,Kentucky;Oklahoma;South Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,-1.6799297115299947,-1.0890675642015575,-0.5908621473284372
total_suicide_rate_per_100k,Total Suicide,2019,2018,2015,-4,3,36,Kentucky;Oklahoma;South Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,0.27688002824652,-0.7885423859920286,1.0654224142385487
total_suicide_rate_per_100k,Total Suicide,2019,2018,2016,-3,3,36,Kentucky;Oklahoma;South Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,-0.05517615581223841,-0.6263429382810155,0.5711667824687771
total_suicide_rate_per_100k,Total Suicide,2019,2018,2017,-2,3,36,Kentucky;Oklahoma;South Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,0.5867802515713407,0.10032844776319688,0.48645180380814385
total_suicide_rate_per_100k,Total Suicide,2019,2018,2019,0,3,36,Kentucky;Oklahoma;South Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,0.3736478547008251,-0.026857567976782577,0.4005054226776077
total_suicide_rate_per_100k,Total Suicide,2019,2018,2020,1,3,36,Kentucky;Oklahoma;South Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,1.1619459904247265,-0.5681202402521345,1.730066230676861
total_suicide_rate_per_100k,Total Suicide,2019,2018,2021,2,3,31,Kentucky;Oklahoma;South Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,1.9012673336941017,-0.006180806475230084,1.9074481401693317
total_suicide_rate_per_100k,Total Suicide,2019,2018,2022,3,3,28,Kentucky;Oklahoma;South Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,1.2921730664962812,0.21424289714848493,1.0779301693477963
total_suicide_rate_per_100k,Total Suicide,2019,2018,2023,4,3,25,Kentucky;Oklahoma;South Dakota,Arkansas;California;Colorado;Connecticut;Delaware;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,0.9735160323239747,0.04055412067862768,0.9329619116453469
total_suicide_rate_per_100k,Total Suicide,2019,2018,2024,5,3,23,Kentucky;Oklahoma;South Dakota,Arkansas;California;Colorado;Connecticut;Delaware;Hawaii;Illinois;Maryland;Massachusetts;Michigan;Minnesota;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;Vermont;Virginia;Washington;Wisconsin,1.3659854363237862,-0.49533858076433324,1.8613240170881196
total_suicide_rate_per_100k,Total Suicide,2021,2020,2016,-5,5,31,Iowa;Montana;Tennessee;Texas;Utah,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,-1.3229016987408353,0.145757785956918,-1.4686594846977532
total_suicide_rate_per_100k,Total Suicide,2021,2020,2017,-4,5,31,Iowa;Montana;Tennessee;Texas;Utah,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,0.13516548997950117,0.7544621070533685,-0.6192966170738673
total_suicide_rate_per_100k,Total Suicide,2021,2020,2018,-3,5,31,Iowa;Montana;Tennessee;Texas;Utah,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,-0.7839456090575506,0.7861953772375676,-1.5701409862951183
total_suicide_rate_per_100k,Total Suicide,2021,2020,2019,-2,5,31,Iowa;Montana;Tennessee;Texas;Utah,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,-0.1357905597207072,0.6504648064682645,-0.7862553661889717
total_suicide_rate_per_100k,Total Suicide,2021,2020,2021,0,5,31,Iowa;Montana;Tennessee;Texas;Utah,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,0.7517606185669671,0.7800145707623375,-0.028253952195370413
total_suicide_rate_per_100k,Total Suicide,2021,2020,2022,1,5,28,Iowa;Montana;Tennessee;Texas;Utah,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,1.0160254946891787,0.9567737655796719,0.05925172910950682
total_suicide_rate_per_100k,Total Suicide,2021,2020,2023,2,5,25,Iowa;Montana;Tennessee;Texas;Utah,Arkansas;California;Colorado;Connecticut;Delaware;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,0.02924129083241809,0.7737560525647126,-0.7445147617322945
total_suicide_rate_per_100k,Total Suicide,2021,2020,2024,3,5,23,Iowa;Montana;Tennessee;Texas;Utah,Arkansas;California;Colorado;Connecticut;Delaware;Hawaii;Illinois;Maryland;Massachusetts;Michigan;Minnesota;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;Vermont;Virginia;Washington;Wisconsin,-0.13401639904840082,0.25676612997151677,-0.3907825290199176
total_suicide_rate_per_100k,Total Suicide,2022,2021,2017,-5,3,28,Georgia;Indiana;Ohio,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,-0.6561956069312517,0.042016444493418445,-0.6982120514246701
total_suicide_rate_per_100k,Total Suicide,2022,2021,2018,-4,3,28,Georgia;Indiana;Ohio,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,-0.13219638707680423,0.02100693435580519,-0.15320332143260942
total_suicide_rate_per_100k,Total Suicide,2022,2021,2019,-3,3,28,Georgia;Indiana;Ohio,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,-0.7989044626431644,-0.05783318947095587,-0.7410712731722086
total_suicide_rate_per_100k,Total Suicide,2022,2021,2020,-2,3,28,Georgia;Indiana;Ohio,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,-1.3259271798405898,-0.7215239340753818,-0.604403245765208
total_suicide_rate_per_100k,Total Suicide,2022,2021,2022,0,3,28,Georgia;Indiana;Ohio,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,-0.002553269542115544,0.23524983150429016,-0.2378031010464057
total_suicide_rate_per_100k,Total Suicide,2022,2021,2023,1,3,25,Georgia;Indiana;Ohio,Arkansas;California;Colorado;Connecticut;Delaware;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,0.24129562667549762,0.01985575757932221,0.2214398690961754
total_suicide_rate_per_100k,Total Suicide,2022,2021,2024,2,3,23,Georgia;Indiana;Ohio,Arkansas;California;Colorado;Connecticut;Delaware;Hawaii;Illinois;Maryland;Massachusetts;Michigan;Minnesota;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;Vermont;Virginia;Washington;Wisconsin,0.11691454855660173,-0.5591348281365829,0.6760493766931847
total_suicide_rate_per_100k,Total Suicide,2023,2022,2018,-5,3,25,Alabama;Florida;Nebraska,Arkansas;California;Colorado;Connecticut;Delaware;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,-0.03879320218871918,-0.23529686054365684,0.19650365835493766
total_suicide_rate_per_100k,Total Suicide,2023,2022,2019,-4,3,25,Alabama;Florida;Nebraska,Arkansas;California;Colorado;Connecticut;Delaware;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,0.2618308517195563,-0.35967268569862226,0.6215035374181785
total_suicide_rate_per_100k,Total Suicide,2023,2022,2020,-3,3,25,Alabama;Florida;Nebraska,Arkansas;California;Colorado;Connecticut;Delaware;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,-0.8590652084957574,-0.9684987924297417,0.10943358393398428
total_suicide_rate_per_100k,Total Suicide,2023,2022,2021,-2,3,25,Alabama;Florida;Nebraska,Arkansas;California;Colorado;Connecticut;Delaware;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,-0.40734428200377987,-0.21459849744435136,-0.1927457845594285
total_suicide_rate_per_100k,Total Suicide,2023,2022,2023,0,3,25,Alabama;Florida;Nebraska,Arkansas;California;Colorado;Connecticut;Delaware;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,-0.07162655912595935,-0.19474273986502916,0.12311618073906981
total_suicide_rate_per_100k,Total Suicide,2023,2022,2024,1,3,23,Alabama;Florida;Nebraska,Arkansas;California;Colorado;Connecticut;Delaware;Hawaii;Illinois;Maryland;Massachusetts;Michigan;Minnesota;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;Vermont;Virginia;Washington;Wisconsin,-0.3170484838993204,-0.7166193941641034,0.399570910264783
total_suicide_rate_per_100k,Total Suicide,2024,2023,2019,-5,2,23,Louisiana;South Carolina,Arkansas;California;Colorado;Connecticut;Delaware;Hawaii;Illinois;Maryland;Massachusetts;Michigan;Minnesota;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;Vermont;Virginia;Washington;Wisconsin,0.3100634290495954,-0.20623371756256603,0.5162971466121614
total_suicide_rate_per_100k,Total Suicide,2024,2023,2020,-4,2,23,Louisiana;South Carolina,Arkansas;California;Colorado;Connecticut;Delaware;Hawaii;Illinois;Maryland;Massachusetts;Michigan;Minnesota;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;Vermont;Virginia;Washington;Wisconsin,-0.3718061894217204,-0.8087082145771466,0.4369020251554262
total_suicide_rate_per_100k,Total Suicide,2024,2023,2021,-3,2,23,Louisiana;South Carolina,Arkansas;California;Colorado;Connecticut;Delaware;Hawaii;Illinois;Maryland;Massachusetts;Michigan;Minnesota;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;Vermont;Virginia;Washington;Wisconsin,-0.33091352034748756,0.007192743530953039,-0.3381062638784406
total_suicide_rate_per_100k,Total Suicide,2024,2023,2022,-2,2,23,Louisiana;South Carolina,Arkansas;California;Colorado;Connecticut;Delaware;Hawaii;Illinois;Maryland;Massachusetts;Michigan;Minnesota;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;Vermont;Virginia;Washington;Wisconsin,0.5404951883904179,0.16467730955847362,0.3758178788319443
total_suicide_rate_per_100k,Total Suicide,2024,2023,2024,0,2,23,Louisiana;South Carolina,Arkansas;California;Colorado;Connecticut;Delaware;Hawaii;Illinois;Maryland;Massachusetts;Michigan;Minnesota;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;Vermont;Virginia;Washington;Wisconsin,0.0024550868839243734,-0.5519420846056298,0.5543971714895541
firearm_homicide_rate_per_100k,Firearm Homicide,2003,2002,1999,-4,1,42,Alaska,Alabama;Arizona;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Idaho;Illinois;Indiana;Iowa;Kansas;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Virginia;Washington;West Virginia;Wisconsin,0.2738085930674874,-0.0807082317467381,0.3545168248142255
firearm_homicide_rate_per_100k,Firearm Homicide,2003,2002,2000,-3,1,40,Alaska,Alabama;Arizona;Arkansas;California;Colorado;Connecticut;Florida;Georgia;Idaho;Illinois;Indiana;Iowa;Kansas;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Virginia;Washington;West Virginia;Wisconsin,-1.4956085845256073,-0.12552132590513132,-1.370087258620476
firearm_homicide_rate_per_100k,Firearm Homicide,2003,2002,2001,-2,1,41,Alaska,Alabama;Arizona;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Idaho;Illinois;Indiana;Iowa;Kansas;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Virginia;Washington;West Virginia;Wisconsin,-0.10272222920407259,-0.1182660743323467,0.015543845128274114
firearm_homicide_rate_per_100k,Firearm Homicide,2003,2002,2003,0,1,42,Alaska,Alabama;Arizona;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Idaho;Illinois;Indiana;Iowa;Kansas;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Virginia;Washington;West Virginia;Wisconsin,0.88739911322544,-0.05517519761187874,0.9425743108373187
firearm_homicide_rate_per_100k,Firearm Homicide,2003,2002,2004,1,1,41,Alaska,Alabama;Arizona;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Idaho;Illinois;Indiana;Iowa;Kansas;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Virginia;Washington;West Virginia;Wisconsin,-1.0141346817512562,-0.12477811869895619,-0.8893565630523
firearm_homicide_rate_per_100k,Firearm Homicide,2003,2002,2005,2,1,41,Alaska,Alabama;Arizona;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Idaho;Illinois;Indiana;Iowa;Kansas;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Virginia;Washington;West Virginia;Wisconsin,-0.44922726751106756,0.06876919930872187,-0.5179964668197894
firearm_homicide_rate_per_100k,Firearm Homicide,2003,2002,2006,3,1,41,Alaska,Alabama;Arizona;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Idaho;Illinois;Indiana;Iowa;Kansas;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Virginia;Washington;West Virginia;Wisconsin,0.09857356665121308,0.15788917849668985,-0.05931561184547676
