State,State Code,Year,Sex,broad_age_group,Deaths,Population,component_age_groups_observed,rate_per_100k,expected_component_age_groups,complete_broad_age_group
Maryland,24,2005,Female,65+,0,192400.0,2,0.0,3,False
Maryland,24,2005,Male,15-24,24,391647.0,1,6.127967276654742,1,True
Maryland,24,2005,Male,25-44,68,777110.0,2,8.750369960494654,2,True
Maryland,24,2005,Male,45-64,61,689264.0,2,8.850019731191532,2,True
Maryland,24,2005,Male,65+,46,241142.0,2,19.075897189208018,3,False
Maryland,24,2006,Female,65+,0,377141.0,3,0.0,3,True
Maryland,24,2006,Male,15-24,29,399489.0,1,7.259273722180084,1,True
Maryland,24,2006,Male,25-44,58,771940.0,2,7.513537321553488,2,True
Maryland,24,2006,Male,45-64,76,706288.0,2,10.76048297578325,2,True
Maryland,24,2006,Male,65+,53,269179.0,3,19.689500295342505,3,True
Maryland,24,2007,Female,65+,0,60552.0,1,0.0,3,False
Maryland,24,2007,Male,15-24,22,404239.0,1,5.442324961223435,1,True
Maryland,24,2007,Male,25-44,69,764947.0,2,9.020232774296781,2,True
Maryland,24,2007,Male,45-64,68,720586.0,2,9.436763967104552,2,True
Maryland,24,2007,Male,65+,37,248168.0,2,14.909255020792365,3,False
Maryland,24,2008,Female,45-64,15,459102.0,1,3.2672478011422297,2,False
Maryland,24,2008,Female,65+,0,62901.0,1,0.0,3,False
Maryland,24,2008,Male,15-24,18,406111.0,1,4.432285754387347,1,True
Maryland,24,2008,Male,25-44,71,760357.0,2,9.33771899252588,2,True
Maryland,24,2008,Male,45-64,88,731938.0,2,12.02287625454615,2,True
Maryland,24,2008,Male,65+,49,285741.0,3,17.14839662491557,3,True
Maryland,24,2009,Male,15-24,28,406834.0,1,6.8824139575355066,1,True
Maryland,24,2009,Male,25-44,55,755954.0,2,7.275574968847311,2,True
Maryland,24,2009,Male,45-64,81,749186.0,2,10.811734335665642,2,True
Maryland,24,2009,Male,65+,54,293373.0,3,18.40660183452465,3,True
Maryland,24,2010,Female,65+,0,131674.0,1,0.0,3,False
Maryland,24,2010,Male,15-24,19,408172.0,1,4.654900385131758,1,True
Maryland,24,2010,Male,25-44,53,755979.0,2,7.010776754380744,2,True
Maryland,24,2010,Male,45-64,82,762236.0,2,10.75782303643491,2,True
Maryland,24,2010,Male,65+,40,268516.0,2,14.896691444830104,3,False
Maryland,24,2011,Female,25-44,0,397599.0,1,0.0,2,False
Maryland,24,2011,Male,15-24,28,407582.0,1,6.8697832583382,1,True
Maryland,24,2011,Male,25-44,61,760783.0,2,8.018055082723983,2,True
Maryland,24,2011,Male,45-64,73,775653.0,2,9.41142495419988,2,True
Maryland,24,2011,Male,65+,48,277675.0,2,17.28639596650761,3,False
Maryland,24,2012,Female,25-44,0,406347.0,1,0.0,2,False
Maryland,24,2012,Female,65+,0,131601.0,1,0.0,3,False
Maryland,24,2012,Male,15-24,27,408954.0,1,6.6022095394592055,1,True
Maryland,24,2012,Male,25-44,52,769843.0,2,6.754623994762569,2,True
Maryland,24,2012,Male,45-64,112,778316.0,2,14.390042090873116,2,True
Maryland,24,2012,Male,65+,62,326203.0,3,19.006569528790354,3,True
Maryland,24,2013,Male,15-24,31,405492.0,1,7.645033687471023,1,True
Maryland,24,2013,Male,25-44,59,778330.0,2,7.580332249816915,2,True
Maryland,24,2013,Male,45-64,87,780610.0,2,11.145130090570195,2,True
Maryland,24,2013,Male,65+,51,341242.0,3,14.94540531353116,3,True
Maryland,24,2014,Female,25-44,10,395808.0,1,2.5264774840326623,2,False
Maryland,24,2014,Female,45-64,12,456065.0,1,2.631203885411071,2,False
Maryland,24,2014,Female,65+,0,74567.0,1,0.0,3,False
Maryland,24,2014,Male,15-24,20,403486.0,1,4.956801475144119,1,True
Maryland,24,2014,Male,25-44,62,784109.0,2,7.907063941365295,2,True
Maryland,24,2014,Male,45-64,78,783233.0,2,9.95872237252516,2,True
Maryland,24,2014,Male,65+,78,353364.0,3,22.073555880055693,3,True
Maryland,24,2015,Female,65+,0,137718.0,1,0.0,3,False
Maryland,24,2015,Male,15-24,13,398857.0,1,3.2593134882927965,1,True
Maryland,24,2015,Male,25-44,62,789207.0,2,7.855987085770907,2,True
Maryland,24,2015,Male,45-64,83,786790.0,2,10.549193558636993,2,True
Maryland,24,2015,Male,65+,63,366032.0,3,17.211609913887308,3,True
Maryland,24,2016,Female,25-44,0,420721.0,1,0.0,2,False
Maryland,24,2016,Female,45-64,0,418140.0,1,0.0,2,False
Maryland,24,2016,Female,65+,0,76384.0,1,0.0,3,False
Maryland,24,2016,Male,15-24,16,396387.0,1,4.036459318797035,1,True
Maryland,24,2016,Male,25-44,58,784500.0,2,7.393244104525174,2,True
Maryland,24,2016,Male,45-64,86,786601.0,2,10.93311602705819,2,True
Maryland,24,2016,Male,65+,65,377703.0,3,17.209288779808475,3,True
Maryland,24,2017,Male,15-24,21,393343.0,1,5.338851841776769,1,True
Maryland,24,2017,Male,25-44,57,791985.0,2,7.197106005795565,2,True
Maryland,24,2017,Male,45-64,103,788630.0,2,13.060624120309905,2,True
Maryland,24,2017,Male,65+,66,390988.0,3,16.88031346230575,3,True
Maryland,24,2018,Male,15-24,32,386296.0,1,8.283803094000456,1,True
Maryland,24,2018,Male,25-44,49,793061.0,2,6.178591558530807,2,True
Maryland,24,2018,Male,45-64,79,779005.0,2,10.141141584457095,2,True
Maryland,24,2018,Male,65+,72,402383.0,3,17.893400069088408,3,True
Maryland,24,2019,Female,65+,0,238042.0,2,0.0,3,False
Maryland,24,2019,Male,15-24,20,381945.0,1,5.23635601984579,1,True
Maryland,24,2019,Male,25-44,61,795115.0,2,7.671846210925463,2,True
Maryland,24,2019,Male,45-64,89,770730.0,2,11.547493934322008,2,True
Maryland,24,2019,Male,65+,73,414946.0,3,17.592650609958884,3,True
Maryland,24,2020,Female,65+,0,244209.0,2,0.0,3,False
Maryland,24,2020,Male,15-24,19,377992.0,1,5.026561408707062,1,True
Maryland,24,2020,Male,25-44,66,799050.0,2,8.259808522620613,2,True
Maryland,24,2020,Male,45-64,72,762495.0,2,9.442684870064722,2,True
Maryland,24,2020,Male,65+,75,385442.0,2,19.458180478515573,3,False
Maryland,24,2021,Female,65+,0,71296.0,1,0.0,3,False
Maryland,24,2021,Male,15-24,37,387617.0,1,9.545504970112251,1,True
Maryland,24,2021,Male,25-44,76,815040.0,2,9.324695720455438,2,True
Maryland,24,2021,Male,45-64,77,784215.0,2,9.818735933385616,2,True
Maryland,24,2021,Male,65+,88,439699.0,3,20.013691184196464,3,True
Maryland,24,2022,Female,65+,0,79450.0,1,0.0,3,False
Maryland,24,2022,Male,15-24,28,391747.0,1,7.147470178457014,1,True
Maryland,24,2022,Male,25-44,70,815222.0,2,8.586618123652208,2,True
Maryland,24,2022,Male,45-64,67,774697.0,2,8.648542591490608,2,True
Maryland,24,2022,Male,65+,77,454325.0,3,16.948219886645024,3,True
Maryland,24,2023,Female,65+,0,73369.0,1,0.0,3,False
Maryland,24,2023,Male,15-24,28,388094.0,1,7.214746942750983,1,True
Maryland,24,2023,Male,25-44,77,812539.0,2,9.476468206449166,2,True
Maryland,24,2023,Male,45-64,70,765760.0,2,9.141245298788132,2,True
Maryland,24,2023,Male,65+,58,468083.0,3,12.390964850250915,3,True
Maryland,24,2024,Male,15-24,38,399484.0,1,9.512270829369887,1,True
Maryland,24,2024,Male,25-44,76,824865.0,2,9.213628896849787,2,True
Maryland,24,2024,Male,45-64,78,763979.0,2,10.209704717014473,2,True
Maryland,24,2024,Male,65+,76,483991.0,3,15.70277133252478,3,True
Massachusetts,25,1999,Female,65+,0,278859.0,2,0.0,3,False
Massachusetts,25,1999,Male,15-24,13,401845.0,1,3.2350782017942246,1,True
Massachusetts,25,1999,Male,25-44,36,989421.0,2,3.638491602664589,2,True
Massachusetts,25,1999,Male,45-64,33,667322.0,2,4.94513892843335,2,True
Massachusetts,25,1999,Male,65+,16,118356.0,1,13.518537294264762,3,False
Massachusetts,25,2000,Female,65+,0,323276.0,2,0.0,3,False
Massachusetts,25,2000,Male,15-24,11,409216.0,1,2.6880669377541446,1,True
Massachusetts,25,2000,Male,25-44,39,978107.0,2,3.987293823681867,2,True
Massachusetts,25,2000,Male,45-64,31,684579.0,2,4.528330550601172,2,True
Massachusetts,25,2001,Female,15-24,0,421138.0,1,0.0,1,True
Massachusetts,25,2001,Female,25-44,0,461047.0,1,0.0,2,False
Massachusetts,25,2001,Female,45-64,0,466938.0,1,0.0,2,False
Massachusetts,25,2001,Female,65+,0,319081.0,2,0.0,3,False
Massachusetts,25,2001,Male,15-24,17,421395.0,1,4.034219675126662,1,True
Massachusetts,25,2001,Male,25-44,24,967494.0,2,2.480635538825047,2,True
Massachusetts,25,2001,Male,45-64,36,710209.0,2,5.068930413441677,2,True
Massachusetts,25,2001,Male,65+,14,188137.0,1,7.44138579864673,3,False
Massachusetts,25,2002,Female,15-24,0,426939.0,1,0.0,1,True
Massachusetts,25,2002,Female,25-44,0,533707.0,1,0.0,2,False
Massachusetts,25,2002,Female,65+,0,315600.0,2,0.0,3,False
Massachusetts,25,2002,Male,25-44,16,516698.0,1,3.0965864005666757,2,False
Massachusetts,25,2002,Male,45-64,40,731214.0,2,5.470354779859248,2,True
Massachusetts,25,2002,Male,65+,10,185880.0,1,5.379814934366258,3,False
Massachusetts,25,2003,Female,65+,0,283778.0,2,0.0,3,False
Massachusetts,25,2003,Male,15-24,13,437428.0,1,2.9719176641641596,1,True
Massachusetts,25,2003,Male,25-44,37,936827.0,2,3.949501882417992,2,True
Massachusetts,25,2003,Male,45-64,35,751374.0,2,4.658132967070992,2,True
Massachusetts,25,2003,Male,65+,10,124524.0,1,8.03058045035495,3,False
Massachusetts,25,2004,Female,15-24,0,437898.0,1,0.0,1,True
Massachusetts,25,2004,Female,25-44,0,516529.0,1,0.0,2,False
Massachusetts,25,2004,Female,45-64,0,826568.0,2,0.0,2,True
Massachusetts,25,2004,Female,65+,0,282979.0,2,0.0,3,False
Massachusetts,25,2004,Male,15-24,12,441524.0,1,2.717859051829572,1,True
Massachusetts,25,2004,Male,25-44,26,917847.0,2,2.832716128069275,2,True
Massachusetts,25,2004,Male,45-64,27,770573.0,2,3.5038860691978564,2,True
Massachusetts,25,2004,Male,65+,23,308838.0,2,7.447270089820554,3,False
Massachusetts,25,2005,Female,15-24,0,443680.0,1,0.0,1,True
Massachusetts,25,2005,Female,25-44,0,508010.0,1,0.0,2,False
Massachusetts,25,2005,Female,65+,0,282955.0,2,0.0,3,False
Massachusetts,25,2005,Male,25-44,30,898319.0,2,3.3395709096657202,2,True
Massachusetts,25,2005,Male,45-64,34,790218.0,2,4.302610165802348,2,True
Massachusetts,25,2005,Male,65+,30,308334.0,2,9.729708692521745,3,False
Massachusetts,25,2006,Female,15-24,0,451351.0,1,0.0,1,True
Massachusetts,25,2006,Female,65+,0,221662.0,1,0.0,3,False
Massachusetts,25,2006,Male,25-44,29,881655.0,2,3.2892684780327905,2,True
Massachusetts,25,2006,Male,45-64,40,809810.0,2,4.939430236722194,2,True
Massachusetts,25,2007,Female,15-24,0,457687.0,1,0.0,1,True
Massachusetts,25,2007,Female,25-44,0,412974.0,1,0.0,2,False
Massachusetts,25,2007,Female,45-64,0,502935.0,1,0.0,2,False
Massachusetts,25,2007,Female,65+,0,281959.0,2,0.0,3,False
Massachusetts,25,2007,Male,15-24,11,462545.0,1,2.378146991103568,1,True
Massachusetts,25,2007,Male,25-44,36,869155.0,2,4.14195396678383,2,True
Massachusetts,25,2007,Male,45-64,40,828061.0,2,4.830561999659445,2,True
Massachusetts,25,2007,Male,65+,10,187713.0,1,5.327281541502187,3,False
Massachusetts,25,2008,Female,65+,0,281050.0,2,0.0,3,False
Massachusetts,25,2008,Male,15-24,10,466849.0,1,2.142020224954964,1,True
Massachusetts,25,2008,Male,25-44,34,860478.0,2,3.951292188760201,2,True
Massachusetts,25,2008,Male,45-64,39,844570.0,2,4.617734468427721,2,True
Massachusetts,25,2008,Male,65+,24,319940.0,2,7.5014065137213235,3,False
Massachusetts,25,2009,Female,25-44,0,424417.0,1,0.0,2,False
Massachusetts,25,2009,Female,45-64,0,406699.0,1,0.0,2,False
Massachusetts,25,2009,Female,65+,0,521373.0,3,0.0,3,True
Massachusetts,25,2009,Male,25-44,13,441631.0,1,2.9436339387407133,2,False
Massachusetts,25,2009,Male,45-64,35,863871.0,2,4.051530841989139,2,True
Massachusetts,25,2010,Female,15-24,0,467288.0,1,0.0,1,True
Massachusetts,25,2010,Female,65+,0,278757.0,2,0.0,3,False
Massachusetts,25,2010,Male,15-24,13,471136.0,1,2.7592881885485294,1,True
Massachusetts,25,2010,Male,25-44,39,849002.0,2,4.59362875470258,2,True
Massachusetts,25,2010,Male,45-64,46,878494.0,2,5.236233827436499,2,True
Massachusetts,25,2010,Male,65+,27,331400.0,2,8.147254073627037,3,False
Massachusetts,25,2011,Female,25-44,0,438817.0,1,0.0,2,False
Massachusetts,25,2011,Female,45-64,0,953419.0,2,0.0,2,True
Massachusetts,25,2011,Female,65+,0,534887.0,3,0.0,3,True
Massachusetts,25,2011,Male,15-24,10,470216.0,1,2.126682205624649,1,True
Massachusetts,25,2011,Male,25-44,27,851447.0,2,3.1710723039719437,2,True
Massachusetts,25,2011,Male,45-64,46,894036.0,2,5.145206680715318,2,True
Massachusetts,25,2011,Male,65+,27,339828.0,2,7.945195804936615,3,False
Massachusetts,25,2012,Female,15-24,0,466199.0,1,0.0,1,True
Massachusetts,25,2012,Female,65+,0,552921.0,3,0.0,3,True
Massachusetts,25,2012,Male,25-44,40,858279.0,2,4.660489188247644,2,True
Massachusetts,25,2012,Male,45-64,55,897545.0,2,6.127826459954655,2,True
Massachusetts,25,2012,Male,65+,28,357071.0,2,7.841577725438357,3,False
Massachusetts,25,2013,Female,25-44,0,460264.0,1,0.0,2,False
Massachusetts,25,2013,Female,65+,0,568010.0,3,0.0,3,True
Massachusetts,25,2013,Male,15-24,12,472813.0,1,2.538001281690647,1,True
Massachusetts,25,2013,Male,25-44,31,864922.0,2,3.584138222868652,2,True
Massachusetts,25,2013,Male,45-64,37,901285.0,2,4.105249726778988,2,True
Massachusetts,25,2013,Male,65+,18,248336.0,1,7.248244314155016,3,False
Massachusetts,25,2014,Female,15-24,0,472608.0,1,0.0,1,True
Massachusetts,25,2014,Female,65+,0,106301.0,1,0.0,3,False
Massachusetts,25,2014,Male,15-24,12,475980.0,1,2.5211143325349803,1,True
Massachusetts,25,2014,Male,25-44,16,461938.0,1,3.463668284488395,2,False
Massachusetts,25,2014,Male,45-64,43,905473.0,2,4.748899194122851,2,True
Massachusetts,25,2014,Male,65+,16,260285.0,1,6.147107977793573,3,False
Massachusetts,25,2015,Female,15-24,0,474198.0,1,0.0,1,True
Massachusetts,25,2015,Female,25-44,0,426162.0,1,0.0,2,False
Massachusetts,25,2015,Female,65+,0,279617.0,2,0.0,3,False
Massachusetts,25,2015,Male,25-44,16,407931.0,1,3.922231946088922,2,False
Massachusetts,25,2015,Male,45-64,43,910755.0,2,4.721357554995581,2,True
Massachusetts,25,2015,Male,65+,25,397828.0,2,6.284122786731954,3,False
Massachusetts,25,2016,Female,15-24,0,476331.0,1,0.0,1,True
Massachusetts,25,2016,Female,65+,0,610689.0,3,0.0,3,True
Massachusetts,25,2016,Male,15-24,15,478607.0,1,3.134095406042954,1,True
Massachusetts,25,2016,Male,25-44,34,880603.0,2,3.860990707503835,2,True
Massachusetts,25,2016,Male,45-64,48,907590.0,2,5.288731696030146,2,True
Massachusetts,25,2016,Male,65+,30,411214.0,2,7.295471457683834,3,False
Massachusetts,25,2017,Female,65+,0,286706.0,2,0.0,3,False
Massachusetts,25,2017,Male,15-24,17,475517.0,1,3.57505620198647,1,True
Massachusetts,25,2017,Male,25-44,38,896220.0,2,4.240030349690924,2,True
Massachusetts,25,2017,Male,45-64,48,906329.0,2,5.296090051184504,2,True
Massachusetts,25,2017,Male,65+,34,480098.0,3,7.081887447979371,3,True
Massachusetts,25,2018,Female,25-44,0,494836.0,1,0.0,2,False
Massachusetts,25,2018,Female,65+,0,293411.0,2,0.0,3,False
Massachusetts,25,2018,Male,25-44,24,911631.0,2,2.632644129039052,2,True
Massachusetts,25,2018,Male,45-64,56,898499.0,2,6.232616842088862,2,True
Massachusetts,25,2018,Male,65+,39,440723.0,2,8.8490956904904,3,False
Massachusetts,25,2019,Female,65+,0,105610.0,1,0.0,3,False
Massachusetts,25,2019,Male,15-24,11,466618.0,1,2.357388699107193,1,True
Massachusetts,25,2019,Male,25-44,39,917726.0,2,4.249634422474682,2,True
Massachusetts,25,2019,Male,45-64,47,886598.0,2,5.301162420849134,2,True
Massachusetts,25,2019,Male,65+,25,454629.0,2,5.498989285769276,3,False
Massachusetts,25,2020,Female,25-44,0,435851.0,1,0.0,2,False
Massachusetts,25,2020,Female,45-64,0,448727.0,1,0.0,2,False
Massachusetts,25,2020,Female,65+,0,302983.0,2,0.0,3,False
Massachusetts,25,2020,Male,15-24,12,461042.0,1,2.602799744925625,1,True
Massachusetts,25,2020,Male,25-44,32,925780.0,2,3.456544751452829,2,True
Massachusetts,25,2020,Male,45-64,41,875979.0,2,4.680477500031393,2,True
Massachusetts,25,2020,Male,65+,37,522487.0,3,7.0815159037449735,3,True
Massachusetts,25,2021,Female,15-24,0,470193.0,1,0.0,1,True
Massachusetts,25,2021,Female,65+,0,93429.0,1,0.0,3,False
Massachusetts,25,2021,Male,15-24,13,465452.0,1,2.792984024131382,1,True
Massachusetts,25,2021,Male,25-44,35,939590.0,2,3.725029002011516,2,True
Massachusetts,25,2021,Male,45-64,40,900242.0,2,4.443249703968489,2,True
Massachusetts,25,2021,Male,65+,31,489143.0,2,6.337614971490955,3,False
Massachusetts,25,2022,Female,65+,0,315346.0,2,0.0,3,False
Massachusetts,25,2022,Male,15-24,21,471583.0,1,4.453086731285904,1,True
Massachusetts,25,2022,Male,25-44,47,944612.0,2,4.97558786041253,2,True
Massachusetts,25,2022,Male,45-64,43,887467.0,2,4.845250583965376,2,True
Massachusetts,25,2022,Male,65+,23,506075.0,2,4.54478091192017,3,False
Massachusetts,25,2023,Female,15-24,0,466906.0,1,0.0,1,True
Massachusetts,25,2023,Female,25-44,0,483063.0,1,0.0,2,False
Massachusetts,25,2023,Female,45-64,0,431213.0,1,0.0,2,False
Massachusetts,25,2023,Male,15-24,14,464198.0,1,3.0159543987694906,1,True
Massachusetts,25,2023,Male,25-44,36,946921.0,2,3.8017955035319733,2,True
Massachusetts,25,2023,Male,45-64,51,875189.0,2,5.82731272902196,2,True
Massachusetts,25,2023,Male,65+,29,526197.0,2,5.511243887745464,3,False
Massachusetts,25,2024,Female,65+,0,94453.0,1,0.0,3,False
Massachusetts,25,2024,Male,15-24,18,479514.0,1,3.7538007232322723,1,True
Massachusetts,25,2024,Male,25-44,47,976932.0,2,4.810979679240725,2,True
Massachusetts,25,2024,Male,45-64,57,871037.0,2,6.543924081296203,2,True
Massachusetts,25,2024,Male,65+,41,545315.0,2,7.5185901726525035,3,False
Michigan,26,1999,Female,25-44,23,1497591.0,2,1.5357998278568714,2,True
Michigan,26,1999,Female,45-64,24,1111926.0,2,2.1584170169597616,2,True
Michigan,26,1999,Female,65+,0,100071.0,1,0.0,3,False
Michigan,26,1999,Male,15-24,65,690022.0,1,9.419989507580917,1,True
Michigan,26,1999,Male,25-44,176,1485666.0,2,11.846538858666753,2,True
Michigan,26,1999,Male,45-64,129,1068105.0,2,12.077464294240734,2,True
Michigan,26,1999,Male,65+,107,497754.0,3,21.496562559015096,3,True
Michigan,26,2000,Female,25-44,31,1484987.0,2,2.0875603624812875,2,True
Michigan,26,2000,Female,45-64,11,692617.0,1,1.5881793256590584,2,False
Michigan,26,2000,Male,15-24,66,693290.0,1,9.519825758340666,1,True
Michigan,26,2000,Male,25-44,163,1475557.0,2,11.04667593322386,2,True
Michigan,26,2000,Male,45-64,127,1094028.0,2,11.60847802798466,2,True
Michigan,26,2000,Male,65+,105,500959.0,3,20.959799105316005,3,True
Michigan,26,2001,Female,25-44,14,793824.0,1,1.7636151086386906,2,False
Michigan,26,2001,Female,45-64,11,721777.0,1,1.524016420584197,2,False
Michigan,26,2001,Female,65+,0,104028.0,1,0.0,3,False
Michigan,26,2001,Male,15-24,73,709521.0,1,10.288631344244921,1,True
Michigan,26,2001,Male,25-44,166,1448154.0,2,11.462869280477076,2,True
Michigan,26,2001,Male,45-64,135,1133443.0,2,11.910612178997974,2,True
Michigan,26,2001,Male,65+,112,506193.0,3,22.125948007973243,3,True
Michigan,26,2002,Female,25-44,14,650655.0,1,2.1516779245529505,2,False
Michigan,26,2002,Female,45-64,12,731119.0,1,1.6413196757299429,2,False
Michigan,26,2002,Male,15-24,62,718491.0,1,8.629196468710116,1,True
Michigan,26,2002,Male,25-44,179,1422282.0,2,12.585408519548162,2,True
Michigan,26,2002,Male,45-64,154,1167861.0,2,13.186500790761913,2,True
Michigan,26,2002,Male,65+,120,509399.0,3,23.55717227556395,3,True
Michigan,26,2003,Female,25-44,29,1403847.0,2,2.0657521795466316,2,True
Michigan,26,2003,Female,45-64,14,743567.0,1,1.8828162088957687,2,False
Michigan,26,2003,Female,65+,0,108840.0,1,0.0,3,False
Michigan,26,2003,Male,15-24,56,727689.0,1,7.695595233678124,1,True
Michigan,26,2003,Male,25-44,165,1397976.0,2,11.802777730089787,2,True
Michigan,26,2003,Male,45-64,157,1200887.0,2,13.073669712470865,2,True
Michigan,26,2003,Male,65+,85,515082.0,3,16.50222682990281,3,True
Michigan,26,2004,Female,25-44,26,1380407.0,2,1.8835024742702697,2,True
Michigan,26,2004,Female,45-64,31,1280581.0,2,2.4207761945554402,2,True
Michigan,26,2004,Male,15-24,58,730817.0,1,7.936323320338745,1,True
Michigan,26,2004,Male,25-44,157,1374373.0,2,11.423390884425116,2,True
Michigan,26,2004,Male,45-64,158,1232197.0,2,12.82262495363972,2,True
Michigan,26,2004,Male,65+,88,521052.0,3,16.888909360294175,3,True
Michigan,26,2005,Female,25-44,23,1357526.0,2,1.6942585261718746,2,True
Michigan,26,2005,Female,45-64,17,764383.0,1,2.2240159710511613,2,False
Michigan,26,2005,Female,65+,0,113304.0,1,0.0,3,False
Michigan,26,2005,Male,15-24,47,736224.0,1,6.38392663102534,1,True
Michigan,26,2005,Male,25-44,164,1350664.0,2,12.142175996398807,2,True
Michigan,26,2005,Male,45-64,167,1261849.0,2,13.234547081306875,2,True
Michigan,26,2005,Male,65+,111,527342.0,3,21.048958740248263,3,True
Michigan,26,2006,Female,25-44,14,722770.0,1,1.9369924042226434,2,False
Michigan,26,2006,Female,45-64,25,1340146.0,2,1.8654683892650503,2,True
Michigan,26,2006,Male,15-24,51,737121.0,1,6.918809801918545,1,True
Michigan,26,2006,Male,25-44,161,1325157.0,2,12.14950379464471,2,True
Michigan,26,2006,Male,45-64,205,1288648.0,2,15.908145591348452,2,True
Michigan,26,2006,Male,65+,124,536073.0,3,23.131178029857875,3,True
Michigan,26,2007,Female,45-64,17,773683.0,1,2.1972823494893903,2,False
Michigan,26,2007,Female,65+,0,121312.0,1,0.0,3,False
Michigan,26,2007,Male,15-24,48,733617.0,1,6.5429236236346755,1,True
Michigan,26,2007,Male,25-44,147,1295297.0,2,11.348748588161634,2,True
Michigan,26,2007,Male,45-64,192,1309423.0,2,14.662946962135232,2,True
Michigan,26,2007,Male,65+,121,548029.0,3,22.07912355003111,3,True
Michigan,26,2008,Female,25-44,22,1274681.0,2,1.7259220149982624,2,True
Michigan,26,2008,Female,45-64,12,773102.0,1,1.55218845637445,2,False
Michigan,26,2008,Female,65+,0,124127.0,1,0.0,3,False
Michigan,26,2008,Male,15-24,52,727516.0,1,7.147609124747772,1,True
Michigan,26,2008,Male,25-44,156,1262536.0,2,12.356083311683784,2,True
Michigan,26,2008,Male,45-64,194,1322343.0,2,14.670928798352621,2,True
Michigan,26,2008,Male,65+,119,564321.0,3,21.087288972056683,3,True
Michigan,26,2009,Female,25-44,28,1244746.0,2,2.2494549088729747,2,True
Michigan,26,2009,Female,45-64,23,1396165.0,2,1.6473697593049532,2,True
Michigan,26,2009,Female,65+,0,127446.0,1,0.0,3,False
Michigan,26,2009,Male,15-24,54,721530.0,1,7.484096295372334,1,True
Michigan,26,2009,Male,25-44,133,1231487.0,2,10.799951603224395,2,True
Michigan,26,2009,Male,45-64,192,1340180.0,2,14.3264337626289,2,True
Michigan,26,2009,Male,65+,134,576914.0,3,23.227032105305124,3,True
Michigan,26,2010,Female,25-44,11,644653.0,1,1.7063443433909407,2,False
Michigan,26,2010,Female,45-64,29,1409590.0,2,2.057335821054349,2,True
Michigan,26,2010,Female,65+,0,130288.0,1,0.0,3,False
Michigan,26,2010,Male,15-24,71,718046.0,1,9.887945897616587,1,True
Michigan,26,2010,Male,25-44,157,1214154.0,2,12.930814377747797,2,True
Michigan,26,2010,Male,45-64,196,1352440.0,2,14.492324982993699,2,True
Michigan,26,2010,Male,65+,113,587184.0,3,19.244393580206545,3,True
Michigan,26,2011,Female,25-44,12,626827.0,1,1.9144038147686682,2,False
Michigan,26,2011,Female,45-64,15,751609.0,1,1.9957185185382293,2,False
Michigan,26,2011,Female,65+,0,134442.0,1,0.0,3,False
Michigan,26,2011,Male,15-24,68,721173.0,1,9.429082896891593,1,True
Michigan,26,2011,Male,25-44,150,1199812.0,2,12.501958640186963,2,True
Michigan,26,2011,Male,45-64,207,1364018.0,2,15.175752812646168,2,True
Michigan,26,2011,Male,65+,134,602369.0,3,22.245500681475974,3,True
Michigan,26,2012,Female,15-24,10,691398.0,1,1.4463449416978353,1,True
Michigan,26,2012,Female,45-64,30,1416952.0,2,2.1172206256810395,2,True
Michigan,26,2012,Female,65+,0,136781.0,1,0.0,3,False
Michigan,26,2012,Male,15-24,73,719604.0,1,10.144468346479453,1,True
Michigan,26,2012,Male,25-44,144,1194248.0,2,12.057797040480704,2,True
Michigan,26,2012,Male,45-64,215,1358568.0,2,15.825486836139229,2,True
Michigan,26,2012,Male,65+,128,629740.0,3,20.325848762981547,3,True
Michigan,26,2013,Female,15-24,10,691949.0,1,1.4451932151068936,1,True
Michigan,26,2013,Female,25-44,22,1198477.0,2,1.8356630957456839,2,True
Michigan,26,2013,Female,45-64,27,1413560.0,2,1.9100710263448317,2,True
Michigan,26,2013,Female,65+,10,579414.0,2,1.7258816666494081,3,False
Michigan,26,2013,Male,15-24,64,719374.0,1,8.896624009208006,1,True
Michigan,26,2013,Male,25-44,164,1190125.0,2,13.780065119210168,2,True
Michigan,26,2013,Male,45-64,231,1355762.0,2,17.03838874374706,2,True
Michigan,26,2013,Male,65+,136,653357.0,3,20.815572497118726,3,True
Michigan,26,2014,Female,25-44,29,1198095.0,2,2.4205092250614517,2,True
Michigan,26,2014,Female,45-64,36,1409365.0,2,2.554341848988729,2,True
Michigan,26,2014,Male,15-24,77,717696.0,1,10.728776529338328,1,True
Michigan,26,2014,Male,25-44,161,1192149.0,2,13.505023281485787,2,True
Michigan,26,2014,Male,45-64,207,1352767.0,2,15.301969962306888,2,True
Michigan,26,2014,Male,65+,135,674490.0,3,20.015122537027978,3,True
Michigan,26,2015,Female,25-44,29,1200171.0,2,2.4163223407331125,2,True
Michigan,26,2015,Female,45-64,29,1406962.0,2,2.0611786245826114,2,True
Michigan,26,2015,Male,15-24,66,709606.0,1,9.3009360123787,1,True
Michigan,26,2015,Male,25-44,166,1198698.0,2,13.84835880263419,2,True
Michigan,26,2015,Male,45-64,228,1351352.0,2,16.871991901443888,2,True
Michigan,26,2015,Male,65+,153,695633.0,3,21.9943562194433,3,True
Michigan,26,2016,Female,25-44,30,1202861.0,2,2.494053760160152,2,True
Michigan,26,2016,Female,45-64,36,1398837.0,2,2.5735664698603196,2,True
